"스미티아, <b>갤럭시노트</b>8 가격 할인 혜택 확대 및 LG V30 사전예약 실시",http://www.munhwanews.com/news/articleView.html?idxno=77158,http://www.munhwanews.com/news/articleView.html?idxno=77158,[문화뉴스 MHN 이우람 기자] 네이버 최저가 스마트폰 공동구매 스마티아는 번호이동(통신사 변경)에 한하여 V30 사전예약 및 <b>갤럭시노트</b>8 구매 시 할인 혜택을 제공한다고 전했다. ? 해당 관계자의 말에 따르면... ,"Sat, 16 Sep 2017 12:02:00 +0900"
"삼성전자 '갤<b>노트</b>8', 예약 판매만 '85만대'…'갤<b>노트</b>7'의 2배",http://www.ntoday.co.kr/news/articleView.html?idxno=54899,http://www.ntoday.co.kr/news/articleView.html?idxno=54899,ⓒ뉴시스 【투데이신문?윤혜경?기자】?마니아층이?탄탄히?형성된?것으로?유명한?삼성전자의?<b>갤럭시노트</b>?시리즈.?그?명성에?걸맞게?새로운?신작도?예약?판매량?수치만?85만대를?기록하는?기염을... ,"Sat, 16 Sep 2017 11:39:00 +0900"
"아이폰X vs <b>갤럭시 노트</b>8, 두 제품 비교해보니",http://www.updownnews.co.kr/news/articleView.html?idxno=72118,http://www.updownnews.co.kr/news/articleView.html?idxno=72118,"<b>갤럭시노트</b>8 예약 판매가14일까지 진행됐으며 15일부터 20일 사전 개통을 거쳐 21일 정식 출시된다. [사진=뉴시스] <b>갤럭시 노트</b>8은 6.3인치, 아이폰X는 5.8인치. 또한 이 디자인의 적용으로 전면 물리버튼을 없앴다. <b>갤럭시</b>... ","Sat, 16 Sep 2017 11:32:00 +0900"
"모비톡, &quot;V30·아이폰8 사전예약하고 사면 삼성<b>노트</b>북5가 내 손에&quot;",http://www.rpm9.com/news/article.html?id=20170915090039,http://www.rpm9.com/news/article.html?id=20170915090039,사진=헝그리앱 제공 [RPM9 박동선기자] 구글플레이 스토어 기준 10만 다운돌파의 인기 스마트폰 사전예약 및 중고거래 앱 모비톡(운용사 헝그리앱)이 공식 출시된 '<b>갤럭시노트</b>8'의 경쟁작으로 불리는 아이폰8과... ,"Sat, 16 Sep 2017 10:31:00 +0900"
"국대폰, <b>갤럭시</b>s7 엣지 공시지원금 상향…<b>노트</b>5 9천원 대 판매",http://www.betanews.net:8080/article/741830.html,http://www.betanews.net:8080/article/741830.html,"국대폰은 <b>갤럭시</b>S7 엣지 공시지원금은 50만원으로 인상해 할부원금 10만원 대로 구매할 수 있고, 전국적으로 재고가 바닥난 <b>갤럭시노트</b>5는 할부원금 9천원 대에 구매할 수 있다고 밝혔다. ▲삼성 <b>갤럭시</b>s7엣지... ","Sat, 16 Sep 2017 10:03:00 +0900"
돌아온 갤<b>노트</b>8에 희비 엇갈리는 <b>노트</b>7 소비자,http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2017091514430121014,http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2017091514430121014,"[머니투데이방송 MTN 박지은 기자] 삼성전자의 <b>갤럭시노트</b>8이 공식 판매에 들어간 가운데, 지난해 <b>갤럭시노트</b>7을 샀다가 타기종으로 교환을 받은 소비자들 사이에서 희비가 엇갈리고 있다. 작년 삼성전자는 갤<b>노트</b>7... ","Sat, 16 Sep 2017 10:03:00 +0900"
[11번가 금주의 인기상품] 추석·환절기 영향 정관장 제품 판매↑...갤<b>노트</b>8 ...,http://it.chosun.com/news/article.html?no=2840125,http://it.chosun.com/news/article.html?no=2840125,"또 삼성전자의 플래그십 스마트폰 '<b>갤럭시노트</b>8'이 출시를 앞두고 사전 예약자가 늘며 디지털 판매 1위를 기록했다. 9월 8부터 14일까지 11번가 마트·디지털 분야에서 판매된 제품 순위를 살펴보면, '정관장 홍삼정진... ","Sat, 16 Sep 2017 10:01:00 +0900"
[‘삼성과 현대차’ 그들이 사는 법]2. ‘갤<b>노트</b>8’과 ‘G70’ 구원투수 될까,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=374&aid=0000140268,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000874918,▷&lt;우형준 / 기자&gt; 사실 삼성 입장에서는 명예회복 위해 심혈을 기울여 만든 스마트 폰이 바로 <b>갤럭시노트</b>8입니다. 지난해 전작인 <b>노트</b>7이 배터리 결함으로 전량 리콜사태를 겪으면서 7조원 대 피해를 입었었죠. 품질의... ,"Sat, 16 Sep 2017 09:58:00 +0900"
"[브리핑]김이수 부결, 박성진은 낙마 '책임 공방'",http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000424176,http://www.inews24.com/php/news_view.php?g_serial=1048726&g_menu=022600&rrf=nv,"삼성전자는 8일간 진행한 <b>갤럭시노트</b>8 예약판매에서 85만건의 주문이 접수됐다고 밝혔습니다. 이는 당초 목표치인 80만대를 넘어서는 성과로, 예약판매량 40만대를 기록한 <b>갤럭시노트</b>7에 비해서도 두 배를 넘어서며... ","Sat, 16 Sep 2017 09:33:00 +0900"
"최신 기술 '블루투스 5' <b>갤럭시</b>S8, 아이폰8 선두로 적용 시작",http://www.cctvnews.co.kr/news/articleView.html?idxno=71899,http://www.cctvnews.co.kr/news/articleView.html?idxno=71899,"블루투스5 적용 디바이스는 삼성전자의 <b>갤럭시</b>S8, S8+, <b>갤럭시노트</b> 8과 애플의 아이폰8, 8플러스, 아이폰 X다. ? 삼성전자는 <b>갤럭시노트</b>8을 &quot;삼성의 디바이스 중 가장 강력하고 연결성이 뛰어난 디바이스&quot;라고, 애플은... ","Sat, 16 Sep 2017 09:31:00 +0900"
"스미티아, <b>갤럭시노트</b>8 가격 할인 혜택 확대 및 LG V30 사전예약 실시",http://www.munhwanews.com/news/articleView.html?idxno=77158,http://www.munhwanews.com/news/articleView.html?idxno=77158,[문화뉴스 MHN 이우람 기자] 네이버 최저가 스마트폰 공동구매 스마티아는 번호이동(통신사 변경)에 한하여 V30 사전예약 및 <b>갤럭시노트</b>8 구매 시 할인 혜택을 제공한다고 전했다. ? 해당 관계자의 말에 따르면... ,"Sat, 16 Sep 2017 12:02:00 +0900"
"삼성전자 '갤<b>노트</b>8', 예약 판매만 '85만대'…'갤<b>노트</b>7'의 2배",http://www.ntoday.co.kr/news/articleView.html?idxno=54899,http://www.ntoday.co.kr/news/articleView.html?idxno=54899,ⓒ뉴시스 【투데이신문?윤혜경?기자】?마니아층이?탄탄히?형성된?것으로?유명한?삼성전자의?<b>갤럭시노트</b>?시리즈.?그?명성에?걸맞게?새로운?신작도?예약?판매량?수치만?85만대를?기록하는?기염을... ,"Sat, 16 Sep 2017 11:39:00 +0900"
